Total, Raycast, Update_cache, Inflation, PointCloudNumber, CacheNumber, InflationNumber
0.00740585, 0.00260836, 0.00479672, 0.00237263, 7621, 62734, 220662
0.0812804, 0.00814779, 0.0122118, 0.0541067, 7769, 66506, 4.7676e+06
0.00934216, 0.00243629, 0.00690531, 0.00399703, 7492, 65006, 513156
0.0096126, 0.00239659, 0.0072153, 0.00422865, 6931, 60631, 429885
0.0102277, 0.00269907, 0.0075279, 0.00413239, 7727, 65412, 402702
0.00854919, 0.00279424, 0.00575402, 0.00315978, 7876, 66529, 395814
0.00720004, 0.00239463, 0.00480477, 0.00242169, 7706, 62726, 306147
0.00722254, 0.00263643, 0.00458543, 0.00227765, 7810, 63306, 271830
0.0665911, 0.00414988, 0.0155511, 0.0440438, 7506, 65161, 4.25211e+06
0.0129141, 0.0041056, 0.0088075, 0.00521031, 7713, 66686, 645996
0.0121312, 0.00315913, 0.0089712, 0.00526, 7695, 66087, 586095
0.0103276, 0.00280035, 0.00752656, 0.00413927, 7734, 65356, 501471
0.00931256, 0.00276713, 0.00654466, 0.00361916, 7575, 65122, 433944
0.00845968, 0.00246847, 0.00599069, 0.00295828, 7778, 65409, 344277
0.0645598, 0.00328226, 0.0147836, 0.0439975, 7813, 68264, 4.2098e+06
0.0113322, 0.00234252, 0.00898891, 0.00529855, 7049, 63433, 593844
0.0114425, 0.00258622, 0.00885558, 0.00524424, 7710, 68325, 590523
0.0095163, 0.00255301, 0.00696258, 0.00400534, 7775, 67889, 507744
0.00877751, 0.00264769, 0.00612907, 0.00339517, 7781, 67218, 428286
0.00909563, 0.00272859, 0.0063659, 0.00344336, 7554, 64976, 350673
0.00797737, 0.0024701, 0.00550642, 0.00282155, 7177, 63025, 311805
0.00713769, 0.00238077, 0.00475611, 0.00235743, 7523, 63884, 289173
0.0673963, 0.00413053, 0.0134507, 0.0438241, 7108, 64836, 4.71176e+06
0.0135138, 0.00262, 0.010893, 0.00664875, 7879, 70776, 831480
0.0112622, 0.00261935, 0.00864191, 0.00509969, 7319, 66187, 607866
0.0095538, 0.0023405, 0.00721255, 0.00409411, 7218, 62869, 515493
0.00922098, 0.00253026, 0.00668983, 0.00362144, 7865, 67085, 428901
0.00728457, 0.00223228, 0.0050515, 0.00260112, 7048, 60173, 314880
0.0729304, 0.00445707, 0.0147811, 0.0412753, 7033, 61203, 3.86921e+06
0.0119148, 0.00258753, 0.00932638, 0.00567158, 7840, 66093, 702576
0.0117004, 0.00252205, 0.00917747, 0.0056192, 7757, 66810, 700485
0.00971914, 0.00248607, 0.00723236, 0.00420765, 7773, 65622, 520044
0.00989466, 0.00369218, 0.0062015, 0.0031787, 7169, 62560, 368262
0.00781314, 0.00237064, 0.00544169, 0.00282423, 7576, 62891, 345999
0.0838126, 0.00296931, 0.0168047, 0.0593484, 7183, 64748, 4.98839e+06
0.0126903, 0.00253895, 0.0101506, 0.00617682, 7157, 64038, 677115
0.0112985, 0.00235448, 0.00894276, 0.00521704, 7015, 64551, 596304
0.0107923, 0.00245466, 0.00833699, 0.00484742, 7492, 67542, 554361
0.00997092, 0.00273519, 0.00723504, 0.00411301, 7881, 70083, 502332
0.0832526, 0.00340765, 0.017604, 0.0589786, 7800, 72214, 5.3382e+06
0.0133058, 0.0024413, 0.0108636, 0.00670298, 7166, 68087, 842550
0.012961, 0.00264992, 0.0103102, 0.00624511, 7849, 72338, 785109
0.0103771, 0.00246289, 0.00791346, 0.00451629, 7263, 66658, 532221
0.0104479, 0.00296871, 0.00747821, 0.0041901, 7755, 69869, 511926
0.0117487, 0.00337877, 0.00836844, 0.0048004, 7880, 71108, 591507
0.0773232, 0.00291579, 0.0194869, 0.0531577, 7637, 74564, 5.49699e+06
0.0137596, 0.00307133, 0.0106871, 0.00637069, 7334, 70095, 793842
0.0121776, 0.00262734, 0.00954948, 0.00563803, 7578, 71981, 683019
0.0105124, 0.0028798, 0.00763159, 0.00431262, 7084, 66924, 512049
0.00915351, 0.002671, 0.00648134, 0.00352643, 7190, 65944, 426687
0.0636024, 0.00284673, 0.0203225, 0.0368488, 7194, 69205, 4.1531e+06
0.0123685, 0.00270221, 0.00966538, 0.00575646, 7709, 72893, 720903
0.0125597, 0.00375638, 0.00880192, 0.00519904, 7205, 66898, 646488
0.0128616, 0.00271445, 0.0101463, 0.00609106, 7859, 71939, 745503
0.059711, 0.00283232, 0.0238541, 0.0407807, 7723, 73688, 3.94289e+06
0.0167865, 0.00335397, 0.0134316, 0.00841867, 7684, 73068, 1.0578e+06
0.0138188, 0.00250569, 0.0113123, 0.00687777, 7225, 70431, 768258
0.0145506, 0.00270658, 0.0118432, 0.00719483, 7715, 73255, 764937
0.0133871, 0.00269647, 0.0106896, 0.00638426, 7601, 71414, 795810
0.024436, 0.00301852, 0.0214164, 0.0141418, 7682, 75660, 1.76702e+06
0.018476, 0.00277766, 0.0156976, 0.00988511, 7699, 75929, 1.22816e+06
0.0124932, 0.00287464, 0.00961765, 0.00559133, 7735, 74462, 695811
0.00882884, 0.00273402, 0.00609398, 0.00303413, 7779, 73874, 359283
0.0102877, 0.00285364, 0.00743333, 0.00412976, 7710, 72277, 507006
0.0172029, 0.00278106, 0.0144207, 0.00878447, 7724, 73021, 1.03787e+06
0.0117062, 0.00276238, 0.00894313, 0.00507251, 7839, 74800, 626685
0.00645497, 0.00242002, 0.00403408, 0.00167743, 6991, 65807, 182163
0.0066773, 0.00274767, 0.0039288, 0.00155924, 7776, 71222, 169740
0.00633827, 0.00261051, 0.00372681, 0.00145152, 7809, 71294, 156333
0.0559177, 0.0032212, 0.00799415, 0.0367415, 7044, 66892, 2.96393e+06
0.00792479, 0.00274764, 0.00517644, 0.0025618, 7684, 73255, 304425
0.00936862, 0.003734, 0.00563348, 0.00255468, 7876, 72742, 252765
0.00713649, 0.00291261, 0.00422291, 0.00185064, 7704, 73209, 211806
0.00891911, 0.00418602, 0.00473223, 0.00189665, 7655, 72341, 211560
0.00681341, 0.00276115, 0.0040512, 0.00166258, 7797, 73029, 186960
0.00807084, 0.00261561, 0.00545437, 0.00263883, 7633, 70380, 292371
0.0111449, 0.00267464, 0.00846956, 0.00474031, 7656, 71603, 589785
0.0101506, 0.00278779, 0.00736165, 0.00396892, 7531, 71519, 488925
0.0107412, 0.00362788, 0.00711237, 0.00367125, 7643, 72453, 427548
0.00827896, 0.00276404, 0.00551358, 0.00254267, 7405, 69689, 295446
0.00671504, 0.00353709, 0.00317698, 0.00100028, 7828, 72219, 105042
0.00524412, 0.00251497, 0.00272845, 0.000734793, 7447, 69810, 75891
0.00561535, 0.00265158, 0.00296292, 0.000703994, 7702, 71244, 68019
0.0056358, 0.00270217, 0.00293285, 0.000718607, 7932, 73577, 72816
0.00601293, 0.00276723, 0.00324481, 0.000736079, 7676, 71159, 56457
0.00482718, 0.00252491, 0.00230134, 0.000540352, 7393, 68384, 51783
0.0471452, 0.00944718, 0.010123, 0.0237895, 7836, 75882, 2.78398e+06
0.0103894, 0.00283322, 0.00755536, 0.00419325, 7666, 75362, 526071
0.0104019, 0.00326607, 0.0071349, 0.00382539, 7476, 73704, 445137
0.00972149, 0.00367043, 0.00604941, 0.00299465, 7600, 74577, 360021
0.00848681, 0.00298389, 0.00550195, 0.00255302, 7765, 75431, 293970
0.00812015, 0.00290743, 0.00521202, 0.00241177, 7549, 73552, 282408
0.00823388, 0.00316908, 0.00506384, 0.00206605, 7354, 71304, 224967
0.00713767, 0.00274422, 0.00439257, 0.00180594, 7284, 70948, 193725
0.0563597, 0.00466233, 0.0142466, 0.0343096, 7693, 75646, 3.71731e+06
0.00998568, 0.0028025, 0.00718251, 0.00393339, 7856, 76568, 505161
0.00967096, 0.00272202, 0.00694812, 0.00376982, 7579, 74624, 479823
0.00803245, 0.0027656, 0.00526601, 0.00269663, 7388, 70368, 335667
0.00841062, 0.00275702, 0.00565273, 0.00277193, 7760, 73784, 315987
0.0716539, 0.00421647, 0.0113135, 0.0502087, 7677, 76564, 4.69097e+06
0.0108736, 0.00259342, 0.00827931, 0.00473678, 7134, 71471, 573303
0.0112981, 0.0036833, 0.00761388, 0.00429375, 7825, 78796, 537510
0.00955096, 0.00273507, 0.00681513, 0.0038105, 7747, 74743, 480930
0.00806491, 0.00248186, 0.00558233, 0.00291702, 7113, 69729, 367647
0.00821214, 0.002803, 0.00540832, 0.00274428, 7886, 76239, 340341
0.0605977, 0.00327405, 0.0197259, 0.0372055, 7628, 76696, 4.19811e+06
0.0110198, 0.00270594, 0.00831304, 0.00475872, 7345, 74160, 568260
0.009412, 0.00273725, 0.00667388, 0.00363005, 7864, 76528, 452148
0.00861005, 0.00259472, 0.00601341, 0.00320025, 7036, 70132, 394215
0.0123299, 0.00430646, 0.00802257, 0.00402744, 7538, 72914, 327426
0.0650812, 0.00267631, 0.0225891, 0.0378272, 7479, 76179, 4.40463e+06
0.011269, 0.00295545, 0.00831266, 0.00492065, 7742, 78317, 628038
0.0103592, 0.00360716, 0.00675107, 0.0036633, 7591, 75325, 456453
0.00876871, 0.00279272, 0.00597516, 0.00311003, 7172, 71333, 365556
0.00880811, 0.00273076, 0.00607665, 0.00314338, 7585, 74606, 377856
0.0670167, 0.00406103, 0.0178026, 0.0449032, 7153, 73829, 5.02898e+06
0.0121355, 0.00269574, 0.00943898, 0.00551854, 7294, 74672, 704544
0.0113432, 0.0027778, 0.00856441, 0.00490821, 7663, 77898, 608604
0.0103326, 0.00288116, 0.00745061, 0.00408663, 7431, 74362, 506022
0.0089712, 0.00270565, 0.00626472, 0.00321742, 7335, 72446, 391263
0.0543635, 0.0027864, 0.0157636, 0.0332456, 7537, 77795, 4.14485e+06
0.012179, 0.0028034, 0.00937481, 0.0053955, 7845, 78750, 620904
0.0103982, 0.00265202, 0.00774535, 0.0043542, 7390, 73974, 498642
0.0102613, 0.00343512, 0.00682518, 0.00368295, 7745, 76414, 420660
0.00846436, 0.00273816, 0.00572536, 0.00290096, 7695, 74638, 344031
0.0555211, 0.00288755, 0.014971, 0.0361011, 7870, 80321, 4.19541e+06
0.0104709, 0.0027917, 0.00767841, 0.00437268, 7563, 76509, 545751
0.0106877, 0.00380062, 0.00688631, 0.00383817, 7562, 75455, 471828
0.0106185, 0.00282845, 0.0077892, 0.00429408, 7755, 78584, 521889
0.0106712, 0.0027276, 0.00794216, 0.00432942, 6902, 70543, 501963
0.00959748, 0.00286467, 0.00673207, 0.00348383, 7724, 77154, 415248
0.00872862, 0.00291934, 0.00580809, 0.00272209, 7864, 75990, 297291
0.0667233, 0.00315191, 0.0143441, 0.0463689, 7640, 77994, 4.33514e+06
0.0107182, 0.00274623, 0.0079712, 0.00453313, 7388, 76248, 528039
0.00914042, 0.00258935, 0.00655018, 0.0035817, 7202, 73464, 436773
0.00975829, 0.00279721, 0.00696039, 0.00378826, 7726, 77401, 468630
0.010159, 0.00262116, 0.00753732, 0.00395938, 7508, 74461, 437265
0.00894327, 0.0026539, 0.00628856, 0.00303735, 7246, 73566, 339603
0.00797854, 0.00271062, 0.00526709, 0.00244402, 7671, 75961, 285237
0.0127958, 0.00437904, 0.00841567, 0.00394065, 7727, 75454, 304917
0.00744351, 0.00278893, 0.00465302, 0.00196207, 7792, 75920, 230010
0.0601629, 0.00291757, 0.0143556, 0.0389293, 7558, 77079, 4.50943e+06
0.0104828, 0.00343316, 0.00704875, 0.0038684, 7198, 72549, 476133
0.010934, 0.00307652, 0.00785668, 0.00435071, 7827, 78248, 463956
0.00916508, 0.0028855, 0.00627888, 0.00320427, 7701, 76032, 376011
0.00951018, 0.00282306, 0.00668618, 0.00322985, 7723, 75359, 332100
0.00876205, 0.00294526, 0.00581589, 0.00289052, 7296, 73628, 339726
0.0100901, 0.00320934, 0.00687955, 0.00318, 7630, 76255, 354117
0.00854082, 0.00345052, 0.00508945, 0.00228067, 7871, 76251, 272322
0.0849781, 0.00471761, 0.0171131, 0.0590696, 7822, 79956, 5.20536e+06
0.010503, 0.00257358, 0.00792889, 0.00434714, 6943, 72298, 540831
0.0111048, 0.0026714, 0.0084321, 0.00478636, 7449, 75007, 513525
0.00894742, 0.00275, 0.0061966, 0.00325537, 7409, 73329, 411066
0.00872064, 0.00279974, 0.00592008, 0.0030899, 7653, 76526, 387327
0.00784301, 0.00277604, 0.00506594, 0.00247526, 7795, 76781, 300981
0.0696937, 0.00349109, 0.0232282, 0.0464015, 7668, 79262, 4.52246e+06
0.0139516, 0.00308622, 0.0108645, 0.00632365, 7807, 80369, 602331
0.0111748, 0.00290726, 0.00826675, 0.00462951, 7738, 78575, 563709
0.00994355, 0.00285116, 0.0070916, 0.00379305, 7733, 78640, 460020
0.00911092, 0.00280953, 0.00630074, 0.0030748, 7526, 76222, 346122
0.00836593, 0.00284326, 0.00552165, 0.00275171, 7751, 76815, 311067
0.00972928, 0.00315671, 0.00657166, 0.00292039, 7731, 78016, 310821
0.0573682, 0.00495025, 0.014377, 0.0366563, 7473, 78273, 3.99209e+06
0.012479, 0.00297067, 0.00950756, 0.0052947, 7560, 78620, 634803
0.0132802, 0.00356471, 0.00971468, 0.00533834, 7809, 80785, 518199
0.00933697, 0.00264307, 0.00669297, 0.00335273, 7058, 73114, 404424
0.0140306, 0.00407997, 0.00994978, 0.00556696, 7762, 78358, 349566
0.00741149, 0.00261993, 0.0047908, 0.00221109, 7171, 72715, 273798
0.0762628, 0.0049137, 0.0115094, 0.0524514, 7024, 75307, 4.68741e+06
0.0141335, 0.00368629, 0.0104462, 0.00567949, 7751, 80388, 581421
0.0100748, 0.00310026, 0.00697361, 0.0037614, 7927, 81189, 464940
0.00887186, 0.0028262, 0.00604498, 0.00308471, 7666, 79268, 381546
0.00928526, 0.0028944, 0.00639001, 0.00322701, 7829, 80705, 398520
0.00981533, 0.00380317, 0.00601083, 0.00294215, 7853, 78845, 346860
0.0101531, 0.00376635, 0.00638592, 0.00282699, 7456, 74903, 302826
0.0441926, 0.00275903, 0.00763557, 0.0290095, 7627, 79469, 3.74141e+06
0.0102941, 0.00314112, 0.00715221, 0.00386954, 7750, 80845, 490893
0.00908263, 0.00275009, 0.00633164, 0.00307097, 7049, 73784, 350919
0.00903966, 0.00292105, 0.0061177, 0.00303103, 7863, 79549, 364695
0.01098, 0.00301951, 0.00795889, 0.00367839, 7309, 74696, 303933
0.0434587, 0.00261817, 0.00787291, 0.02864, 7011, 74720, 3.68557e+06
0.0100431, 0.00271486, 0.00732734, 0.00410531, 7600, 77875, 488433
0.0107479, 0.00308574, 0.00766071, 0.00417246, 7946, 81296, 456699
0.00972559, 0.00322331, 0.00650151, 0.00339326, 6951, 72192, 415740
0.00847767, 0.00261714, 0.00585953, 0.00280923, 7221, 73215, 336036
0.0087852, 0.00295066, 0.00583362, 0.00284174, 7869, 77779, 334929
0.0728257, 0.0100618, 0.0160405, 0.0444646, 7666, 79519, 4.94374e+06
0.0104283, 0.00268035, 0.00774717, 0.00436836, 7063, 73617, 551163
0.0124338, 0.00321095, 0.009222, 0.00468286, 7800, 79013, 513648
0.0144974, 0.00454173, 0.00995475, 0.00509428, 7718, 77250, 374535
0.0087107, 0.0033594, 0.00535035, 0.00241821, 7413, 73618, 269739
0.00815633, 0.00320024, 0.00495484, 0.00229768, 7772, 77682, 270231
0.00964163, 0.0030482, 0.0065923, 0.00315294, 7657, 75426, 269739
0.00791188, 0.00349306, 0.004418, 0.00191743, 7194, 71793, 217956
0.0906998, 0.00315781, 0.00938661, 0.0586063, 7830, 80567, 5.07547e+06
0.011941, 0.00281092, 0.00912949, 0.00522832, 7709, 78277, 603069
0.0105061, 0.00287063, 0.0076347, 0.00416949, 7848, 79044, 517830
0.00966768, 0.00298385, 0.00668306, 0.00360201, 7759, 77325, 451902
0.0104719, 0.00273396, 0.00773717, 0.00424421, 7712, 76744, 470598
0.00930733, 0.00292725, 0.00637911, 0.00321111, 7786, 76231, 387819
0.0080796, 0.00262096, 0.0054579, 0.00270382, 7212, 72100, 324966
0.00834543, 0.00271767, 0.0056269, 0.00271194, 7366, 72471, 253749
0.0652051, 0.00364221, 0.0146133, 0.0432585, 7689, 76388, 4.03969e+06
0.0107823, 0.00336917, 0.00741229, 0.00406269, 7867, 79080, 499995
0.00980974, 0.00279716, 0.00701184, 0.00364636, 7770, 77099, 423612
0.00912847, 0.00295371, 0.00617402, 0.00320189, 7666, 75915, 395568
0.00983749, 0.00360151, 0.00623484, 0.00291051, 7765, 76116, 275889
0.00752546, 0.00284206, 0.00468224, 0.00216961, 7637, 74667, 259653
0.0570255, 0.0044317, 0.0222733, 0.0372582, 7033, 70757, 3.41313e+06
0.00968491, 0.00268107, 0.00700318, 0.00382866, 7179, 71823, 470721
0.011371, 0.00326952, 0.00810059, 0.0039142, 7280, 72963, 375273
0.00796023, 0.00269768, 0.00526171, 0.00258904, 7729, 74204, 322998
0.00882081, 0.0028033, 0.00601656, 0.00290984, 7817, 74824, 270231
0.0065546, 0.00257177, 0.0039815, 0.00170783, 7017, 67393, 201597
0.0542239, 0.00278235, 0.0204408, 0.0364681, 7755, 75822, 3.23281e+06
0.00998359, 0.00276371, 0.00721908, 0.00393026, 7746, 76341, 472074
0.00943761, 0.00284044, 0.00659597, 0.00338555, 7764, 76966, 419922
0.00846304, 0.00278912, 0.00567273, 0.0029629, 7413, 72299, 360882
0.00843277, 0.00274596, 0.00568596, 0.00286004, 7808, 75374, 349812
0.0105317, 0.00361663, 0.00691432, 0.00361419, 7750, 76476, 439725
0.0135139, 0.00276625, 0.0107469, 0.00636307, 7780, 76486, 795687
0.0146656, 0.00327325, 0.0113913, 0.00674897, 7201, 73008, 794211
0.0421848, 0.00330266, 0.011803, 0.0268777, 7240, 75521, 3.51153e+06
0.014292, 0.00343465, 0.0108564, 0.00626757, 7781, 77057, 570474
0.00945862, 0.00279077, 0.006667, 0.00351231, 7801, 75779, 421521
0.00950828, 0.00370649, 0.00580078, 0.00278958, 7226, 72211, 312297
0.00796107, 0.00265734, 0.00530297, 0.00264792, 7656, 74628, 310698
0.00718466, 0.00263257, 0.00455122, 0.00204724, 7545, 72837, 213651
0.0069239, 0.00261663, 0.00430652, 0.00196565, 7685, 73813, 214389
0.0535447, 0.0037187, 0.0180963, 0.0340787, 7788, 78316, 2.63823e+06
0.0103031, 0.00337984, 0.00692228, 0.00388122, 7426, 74771, 480684
0.00907271, 0.00266615, 0.0064056, 0.00338884, 7357, 75372, 401595
0.00869553, 0.00292597, 0.00576878, 0.00288252, 7712, 76012, 342432
0.00820462, 0.00281465, 0.00538883, 0.00263227, 7908, 78137, 307131
0.00795523, 0.00287, 0.00508422, 0.00238022, 7619, 75602, 271338
0.00760423, 0.00280512, 0.00479827, 0.00214111, 7808, 77370, 245631
0.0558445, 0.00304143, 0.0202794, 0.0370417, 7815, 80518, 3.7301e+06
0.0148781, 0.00382102, 0.0110562, 0.00624078, 7711, 80583, 626070
0.00986569, 0.00278722, 0.00707768, 0.00383441, 7644, 77426, 483267
0.0102857, 0.003053, 0.00723178, 0.0037218, 7872, 78552, 429024
0.00955821, 0.0028484, 0.00670859, 0.00330212, 7014, 71697, 371337
0.0547118, 0.00296701, 0.0208163, 0.0294722, 7750, 79880, 3.57721e+06
0.0115007, 0.00274982, 0.00875007, 0.00494103, 7517, 77527, 620781
0.0104354, 0.00275311, 0.00768161, 0.00426217, 7582, 78417, 545997
0.00911956, 0.00266432, 0.00645442, 0.00349084, 7192, 73459, 433698
0.00899109, 0.00284085, 0.00614935, 0.0031461, 7587, 76897, 379086
0.00812646, 0.0027231, 0.00540254, 0.00268274, 7597, 76286, 330624
0.0105001, 0.00283539, 0.00766388, 0.00398637, 7737, 76779, 414510
0.0736485, 0.00301183, 0.0336201, 0.049668, 7817, 82054, 4.29061e+06
0.0124421, 0.00370157, 0.00873958, 0.00497226, 7616, 79107, 620166
0.0116874, 0.00267895, 0.00900761, 0.00502126, 7251, 74329, 548457
0.0120684, 0.00274303, 0.0093245, 0.00514265, 7329, 76231, 453378
0.00905678, 0.00284406, 0.00621195, 0.00320065, 7610, 77538, 392493
0.00834811, 0.00254441, 0.00580281, 0.00288825, 7104, 71877, 346491
0.0693234, 0.00355238, 0.0274637, 0.0468375, 7478, 79273, 4.14485e+06
0.0128844, 0.00354708, 0.0093365, 0.00532524, 7579, 78004, 634188
0.0119884, 0.00282307, 0.00916444, 0.00503788, 7858, 80544, 526440
0.0108668, 0.00321307, 0.00765279, 0.00395126, 7881, 80919, 453132
0.00959026, 0.0030429, 0.00654641, 0.00333078, 7715, 78119, 403563
0.0119359, 0.00391283, 0.00802189, 0.00376489, 7697, 77260, 328287
0.0110794, 0.00288061, 0.00819792, 0.00362532, 7866, 78185, 254733
0.0469836, 0.00288802, 0.00860199, 0.0304309, 7662, 80470, 3.78742e+06
0.0108588, 0.00320992, 0.00764812, 0.00407184, 7643, 78928, 473304
0.0096826, 0.0028719, 0.00680983, 0.00351929, 7761, 80359, 423981
0.00906197, 0.0027927, 0.00626847, 0.00305456, 7677, 78966, 371952
0.0116972, 0.00350865, 0.00818733, 0.0041747, 7730, 77227, 328533
0.00961926, 0.00300101, 0.00661755, 0.00346618, 7763, 77078, 390156
0.0414616, 0.00272544, 0.0112321, 0.0253484, 7171, 77358, 3.18041e+06
0.0136278, 0.00304803, 0.0105787, 0.0061723, 7703, 82461, 758541
0.0125255, 0.00313979, 0.00938435, 0.00523883, 7922, 82515, 595689
0.00954818, 0.00271005, 0.00683731, 0.00348752, 6991, 75548, 407991
0.0128313, 0.00446344, 0.0083669, 0.00411158, 7784, 81194, 348336
0.0099076, 0.00308999, 0.00681663, 0.00334746, 7850, 81099, 332961
0.00951904, 0.00293066, 0.00658746, 0.00326213, 7753, 81066, 348213
0.00863624, 0.00280647, 0.00582874, 0.00281188, 7505, 78454, 323490
0.00967977, 0.00291158, 0.00676727, 0.00352601, 7677, 79451, 392001
0.00922104, 0.00291266, 0.00630738, 0.00316556, 7693, 80335, 363957
0.0094123, 0.00345768, 0.00595318, 0.00287922, 7757, 81244, 315126
0.0111735, 0.00263811, 0.00552374, 0.00254033, 7234, 77143, 275397
0.0133029, 0.00458749, 0.00871429, 0.00373025, 7479, 78554, 227550
0.00690314, 0.00263194, 0.00427059, 0.0018191, 7043, 74936, 191388
0.00858703, 0.00273155, 0.00585444, 0.00246309, 7250, 77058, 208977
0.00708252, 0.00290265, 0.00417907, 0.00168851, 7721, 80845, 171093
0.00884448, 0.00381072, 0.00503281, 0.00187374, 7700, 80659, 154980
0.00685281, 0.00361408, 0.00323758, 0.00105423, 7859, 81732, 103566
0.00723859, 0.00329311, 0.00394448, 0.00109269, 7619, 79869, 88929
0.00582601, 0.00294213, 0.00288317, 0.000722132, 7744, 80054, 62976
0.00615323, 0.00352327, 0.00262905, 0.000657336, 7883, 82608, 61746
0.00692224, 0.00300096, 0.00392052, 0.00141843, 7543, 79187, 149076
0.011955, 0.00543807, 0.00651538, 0.00197846, 7456, 77893, 112176
0.00656943, 0.00319659, 0.00337188, 0.000967534, 7870, 81762, 98769
0.00534124, 0.00262098, 0.00271945, 0.000499088, 6996, 74007, 41205
0.00511794, 0.00269752, 0.00241941, 0.000375534, 7423, 77432, 28905
0.00526789, 0.00292862, 0.00233823, 0.000385324, 7914, 80699, 30996
0.00539732, 0.00292426, 0.00247206, 0.000430928, 7631, 80113, 36162
0.00508477, 0.00297052, 0.00211352, 0.000300184, 7807, 80279, 22509
0.00589554, 0.00287388, 0.00302067, 0.000430562, 7871, 79861, 25830
0.00527461, 0.00304875, 0.00222505, 0.000258198, 7544, 77990, 20664
0.00756962, 0.00436658, 0.0032019, 0.000435143, 7709, 79116, 32595
0.00893335, 0.00441904, 0.00451091, 0.000550507, 7891, 80119, 29274
0.00490293, 0.00271883, 0.00218287, 0.000299467, 7104, 73948, 24231
0.00547832, 0.00282494, 0.0026526, 0.000383322, 7663, 78720, 25584
0.00579567, 0.00356394, 0.00223069, 0.000228387, 7868, 79968, 16728
0.00543882, 0.00298645, 0.00245157, 0.000387054, 7294, 75559, 34071
0.00780862, 0.00282458, 0.00498314, 0.00186457, 7226, 76067, 193848
0.0362022, 0.00382577, 0.00862574, 0.0200371, 7823, 82759, 2.4151e+06
0.0088947, 0.00277683, 0.00611686, 0.00307226, 7235, 77095, 374658
0.00959332, 0.00353206, 0.00606053, 0.0027507, 7805, 81891, 272568
0.0110051, 0.00362949, 0.00737463, 0.00327948, 7824, 81522, 248214
0.00780169, 0.00296889, 0.00483174, 0.00203584, 7500, 76036, 199014
0.00699067, 0.00280913, 0.00418082, 0.00168006, 7462, 75289, 192864
0.0628834, 0.0119069, 0.0141304, 0.0332254, 7683, 81207, 3.64732e+06
0.0104514, 0.00288593, 0.00756482, 0.00409781, 7818, 81379, 504054
0.00926913, 0.00329498, 0.00597302, 0.00307457, 7557, 77780, 382407
0.00913937, 0.00313068, 0.00600773, 0.00273893, 7842, 80381, 304548
0.00820596, 0.00344736, 0.00475746, 0.00222886, 7747, 79462, 284130
0.00749906, 0.00293, 0.00456835, 0.00199781, 7658, 76736, 241695
0.0441502, 0.00307058, 0.0098273, 0.0284789, 7899, 83046, 3.62493e+06
0.0113683, 0.00294369, 0.00842388, 0.00467654, 7629, 80590, 590277
0.0136103, 0.00369005, 0.00991933, 0.00510996, 7650, 79069, 412788
0.00884592, 0.00288984, 0.00595528, 0.00288301, 7795, 79038, 336897
0.00801054, 0.00302628, 0.00498351, 0.00224504, 7661, 78435, 276012
0.00779807, 0.00266574, 0.0051315, 0.0023379, 7381, 74528, 264450
0.0643378, 0.00305338, 0.0206107, 0.0438081, 7414, 77237, 4.56084e+06
0.0127738, 0.00327416, 0.00949848, 0.00547922, 7523, 78519, 633573
0.0119613, 0.00309418, 0.00886529, 0.00447175, 7735, 78664, 509220
0.00996642, 0.00313201, 0.00683353, 0.00358914, 7742, 78261, 448950
0.00832317, 0.00292134, 0.00540051, 0.00258441, 6966, 71196, 307746
0.00854242, 0.00279916, 0.00574247, 0.00274456, 7752, 75688, 329394
0.00867056, 0.00342473, 0.00524488, 0.00229908, 7779, 75960, 263589
0.0761708, 0.00303546, 0.0137467, 0.0524102, 7257, 75066, 5.4473e+06
0.0124182, 0.00283703, 0.00958026, 0.00565037, 7542, 76594, 603438
0.0115502, 0.00294401, 0.00860536, 0.00485929, 7851, 79391, 530376
0.00970179, 0.00278031, 0.00692065, 0.00377353, 7725, 77118, 447966
0.00911454, 0.00316892, 0.00594487, 0.00310035, 7797, 75971, 375642
0.00864898, 0.00275521, 0.00589296, 0.00307728, 7771, 75117, 369123
0.00816108, 0.00293947, 0.00522068, 0.00251045, 7691, 72690, 268509
0.0754137, 0.00467706, 0.0122109, 0.0439084, 7775, 76646, 5.3858e+06
0.0135898, 0.0037634, 0.0098255, 0.00584305, 7952, 77257, 617829
0.0129999, 0.0040096, 0.00898916, 0.00506818, 7395, 72568, 476871
0.00942929, 0.00249793, 0.00693057, 0.00381488, 7143, 69293, 446490
0.00885064, 0.00277714, 0.00607262, 0.0032399, 7899, 75110, 390402
0.00861839, 0.00315342, 0.00546378, 0.00269051, 7372, 69293, 300981
0.00726939, 0.00289007, 0.00437843, 0.00211553, 7781, 70661, 252765
0.0860932, 0.00297951, 0.0092514, 0.062544, 7822, 73253, 5.0617e+06
0.0120376, 0.00266769, 0.00936941, 0.00546656, 7575, 71360, 640461
0.013813, 0.00442002, 0.00939147, 0.00528, 7614, 70925, 530253
0.00886197, 0.00271877, 0.00614241, 0.00329962, 7934, 72282, 408975
0.00795525, 0.00261118, 0.00534339, 0.00278562, 7617, 69089, 337635
0.00916933, 0.00268996, 0.00647806, 0.00349042, 7739, 68471, 420906
0.0131984, 0.00273089, 0.0104667, 0.00628995, 7864, 72274, 724962
0.0123339, 0.0027232, 0.00960984, 0.00579258, 7731, 70184, 705774
