fsm, mapping, replan, sfc, mpc, df, total, 
6.6121e-05, 0, 0, 0, 0.000748747, 2.103e-06, 0.000817505, 
3.0062e-05, 0, 0, 0, 0.000522955, 1.205e-06, 0.000554644, 
2.8751e-05, 0.0204471, 0, 0, 0.000526101, 1.889e-06, 0.000557013, 
3.5672e-05, 0, 0, 0, 0.000534919, 1.493e-06, 0.000572364, 
8.1034e-05, 0, 0, 0, 0.000834643, 2.826e-06, 0.000919175, 
9.1194e-05, 0, 0, 0, 0.000973259, 3.12e-06, 0.00106835, 
9.2287e-05, 0, 0, 0, 0.0010761, 3.383e-06, 0.00117269, 
3.9515e-05, 0, 0, 0, 0.000587956, 3.007e-06, 0.000630994, 
2.8503e-05, 0, 0, 0, 0.000529839, 1.971e-06, 0.00056076, 
4.3127e-05, 0, 0, 0, 0.000696914, 2.192e-06, 0.000742514, 
3.0727e-05, 0, 0, 0, 0.000572329, 2.632e-06, 0.000606037, 
2.9412e-05, 0, 0, 0, 0.000563141, 1.982e-06, 0.000594917, 
2.6188e-05, 0, 0, 0, 0.000501679, 1.395e-06, 0.000529533, 
6.7604e-05, 0.0223633, 0, 0, 0.000815056, 1.925e-06, 0.000885036, 
4.8601e-05, 0, 0, 0, 0.000789298, 3.939e-06, 0.000842582, 
4.0802e-05, 0, 0, 0, 0.000712677, 2.291e-06, 0.000756116, 
4.0853e-05, 0, 0, 0, 0.000592503, 1.963e-06, 0.000635788, 
4.2804e-05, 0, 0, 0, 0.000688106, 1.809e-06, 0.000733023, 
3.1495e-05, 0, 0, 0, 0.000524063, 1.229e-06, 0.000557526, 
2.7704e-05, 0.0092902, 0, 0, 0.000514788, 1.561e-06, 0.000544828, 
2.6224e-05, 0, 0, 0, 0.000505112, 1.381e-06, 0.000533144, 
2.6689e-05, 0, 0, 0, 0.000519393, 1.419e-06, 0.000547919, 
5.5075e-05, 0, 0, 0, 0.00075298, 1.727e-06, 0.000810292, 
2.7013e-05, 0, 0, 0, 0.000598702, 3.735e-06, 0.000629976, 
6.6716e-05, 0, 0, 0, 0.000801738, 1.807e-06, 0.000870702, 
8.3894e-05, 0, 0, 0, 0.00120901, 2.265e-06, 0.00129573, 
3.4359e-05, 0, 0, 0, 0.00101307, 3.101e-06, 0.00105115, 
7.2727e-05, 0, 0, 0, 0.000744439, 1.935e-06, 0.000819624, 
6.1383e-05, 0, 0, 0, 0.00076055, 1.996e-06, 0.000824219, 
2.6607e-05, 0, 0, 0, 0.000486901, 1.31e-06, 0.000515207, 
3.0005e-05, 0, 0, 0, 0.000535588, 2.689e-06, 0.000568666, 
3.0227e-05, 0, 0, 0, 0.000500311, 1.32e-06, 0.000532253, 
2.5538e-05, 0.020246, 0, 0, 0.000500439, 9.97e-07, 0.00052726, 
3.5559e-05, 0, 0, 0, 0.000497883, 1.553e-06, 0.000535358, 
5.2447e-05, 0, 0, 0, 0.000760576, 2.131e-06, 0.000815661, 
5.0576e-05, 0, 0, 0, 0.00105004, 2.533e-06, 0.00110375, 
4.0057e-05, 0, 0, 0, 0.000904263, 1.908e-06, 0.000946775, 
9.3338e-05, 0, 0, 0, 0.00114996, 2.063e-06, 0.00124597, 
9.3371e-05, 0, 0, 0, 0.0010073, 2.659e-06, 0.00110398, 
4.32e-05, 0, 0, 0, 0.000697898, 1.498e-06, 0.000743079, 
4.7851e-05, 0, 0, 0, 0.000724326, 1.888e-06, 0.000774457, 
4.4957e-05, 0, 0, 0, 0.000765418, 9.146e-06, 0.000819837, 
2.7554e-05, 0, 0, 0, 0.000545282, 2.219e-06, 0.00057558, 
3.0199e-05, 0, 0, 0, 0.000717323, 2.57e-06, 0.000750581, 
4.5023e-05, 0, 0, 0, 0.000766327, 2.016e-06, 0.000813761, 
2.4481e-05, 0, 0, 0, 0.000496538, 1.16e-06, 0.000522482, 
7.7434e-05, 0, 0, 0, 0.000766131, 2.808e-06, 0.000846802, 
6.0926e-05, 0, 0, 0, 0.000783475, 1.946e-06, 0.000846723, 
4.036e-05, 0, 0, 0, 0.000694657, 1.629e-06, 0.00073694, 
2.6382e-05, 0.0867226, 0, 0, 0.000505368, 1.371e-06, 0.000533447, 
2.9251e-05, 0, 0, 0, 0.000506305, 1.678e-06, 0.000537676, 
2.8291e-05, 0.0117852, 0, 0, 0.000522874, 1.343e-06, 0.000552775, 
2.7337e-05, 0, 0, 0, 0.000481627, 8.607e-06, 0.00051779, 
3.392e-05, 0, 0, 0, 0.000503627, 1.437e-06, 0.000539278, 
4.8424e-05, 0, 0, 0, 0.000830692, 2.411e-06, 0.000882148, 
4.1634e-05, 0, 0, 0, 0.000954153, 3.053e-06, 0.000999579, 
5.1074e-05, 0, 0, 0, 0.0009144, 2.542e-06, 0.000968558, 
3.8771e-05, 0, 0, 0, 0.000835776, 2.544e-06, 0.000877757, 
5.491e-05, 0, 0, 0, 0.00102106, 2.52e-06, 0.00107911, 
4.2152e-05, 0, 0, 0, 0.000803789, 2.423e-06, 0.000848647, 
2.4267e-05, 0, 0, 0, 0.000497948, 1.043e-06, 0.000523583, 
3.7822e-05, 0, 0, 0, 0.000503757, 1.273e-06, 0.000543146, 
3.0136e-05, 0, 0, 0, 0.000610864, 2.197e-06, 0.000643696, 
7.6339e-05, 0.0213063, 0, 0, 0.00081292, 2.157e-06, 0.000891826, 
6.7155e-05, 0, 0, 0, 0.000863782, 2.225e-06, 0.000933575, 
4.8524e-05, 0, 0, 0, 0.00089567, 2.175e-06, 0.000946768, 
4.6687e-05, 0, 0, 0, 0.000746244, 2.108e-06, 0.000795636, 
6.3396e-05, 0, 0, 0, 0.000729689, 1.808e-06, 0.000795309, 
3.1182e-05, 0, 0, 0, 0.000497597, 1.447e-06, 0.000530526, 
4.3202e-05, 0, 0, 0, 0.000719091, 3.721e-06, 0.000766284, 
2.9927e-05, 0.00932962, 0, 0, 0.000515686, 1.964e-06, 0.000547885, 
3.4477e-05, 0, 0, 0, 0.00050406, 1.424e-06, 0.000540255, 
2.393e-05, 0, 0, 0, 0.000514011, 1.357e-06, 0.000539531, 
6.8056e-05, 0, 0, 0, 0.000808046, 2.07e-06, 0.000878685, 
0.000119306, 0, 0, 0, 0.0014092, 2.66e-06, 0.00153225, 
5.566e-05, 0, 0, 0, 0.00102892, 2.686e-06, 0.00108797, 
3.3443e-05, 0, 0, 0, 0.000735385, 1.735e-06, 0.000770912, 
7.2077e-05, 0, 0, 0, 0.000873242, 1.489e-06, 0.000947205, 
6.9603e-05, 0, 0, 0, 0.000806646, 1.824e-06, 0.000878648, 
2.5593e-05, 0, 0, 0, 0.000504984, 1.375e-06, 0.000532272, 
3.2167e-05, 0, 0, 0, 0.000512641, 2.302e-06, 0.000547652, 
2.9828e-05, 0, 0, 0, 0.000503286, 1.659e-06, 0.000535132, 
2.7445e-05, 0.0212588, 0, 0, 0.000507083, 1.471e-06, 0.000536308, 
5.2484e-05, 0, 0, 0, 0.000532054, 2.017e-06, 0.00058698, 
8.5929e-05, 0, 0, 0, 0.000820283, 2.619e-06, 0.000909349, 
5.014e-05, 0, 0, 0, 0.000951332, 2.076e-06, 0.00100391, 
3.2174e-05, 0, 0, 0, 0.000676609, 2.282e-06, 0.00071165, 
7.0483e-05, 0, 0, 0, 0.000973057, 1.779e-06, 0.00104575, 
3.177e-05, 0, 0, 0, 0.000542138, 0.000102698, 0.000677142, 
2.6852e-05, 0, 0, 0, 0.000508708, 1.13e-06, 0.000536935, 
3.1645e-05, 0, 0, 0, 0.000534284, 2.071e-06, 0.000568498, 
3.2032e-05, 0, 0, 0, 0.000598757, 2.127e-06, 0.000633313, 
2.3258e-05, 0.0224408, 0, 0, 0.000518733, 1.25e-06, 0.000543558, 
4.4088e-05, 0, 0, 0, 0.000555522, 3.188e-06, 0.00060384, 
9.2251e-05, 0, 0, 0, 0.000842656, 2.318e-06, 0.000937815, 
0.000109724, 0, 0, 0, 0.00133206, 2.803e-06, 0.00144532, 
3.0169e-05, 0, 0, 0, 0.000733608, 2.669e-06, 0.00076687, 
4.6295e-05, 0, 0, 0, 0.000826831, 1.916e-06, 0.000875495, 
7.5783e-05, 0, 0, 0, 0.000752088, 2.227e-06, 0.000830584, 
3.1169e-05, 0, 0, 0, 0.000540678, 2.199e-06, 0.000574498, 
3.0807e-05, 0, 0, 0, 0.000708089, 1.48e-06, 0.00074075, 
2.7729e-05, 0, 0, 0, 0.000543402, 1.621e-06, 0.000573014, 
3.1548e-05, 0, 0, 0, 0.000526581, 1.479e-06, 0.000559995, 
7.7289e-05, 0.0198676, 0, 0, 0.000854938, 1.987e-06, 0.000934801, 
0.00013196, 0, 0, 0, 0.00181204, 3.464e-06, 0.0019484, 
0.000104894, 0, 0, 0, 0.00129867, 1.8177e-05, 0.00142269, 
5.2851e-05, 0, 0, 0, 0.000721748, 5.0051e-05, 0.000825381, 
7.7137e-05, 0, 0, 0, 0.000762805, 2.401e-06, 0.000842658, 
7.7519e-05, 0, 0, 0, 0.000748987, 2.417e-06, 0.000829738, 
2.7795e-05, 0, 0, 0, 0.000512204, 1.104e-06, 0.000541341, 
3.5949e-05, 0, 0, 0, 0.000553926, 1.87e-06, 0.000591998, 
4.3729e-05, 0, 0, 0, 0.000865212, 1.994e-06, 0.000911469, 
2.8819e-05, 0, 0, 0, 0.000550979, 1.62e-06, 0.000581773, 
5.326e-05, 0, 0, 0, 0.000775846, 2.406e-06, 0.000832324, 
7.8049e-05, 0, 0, 0, 0.000799615, 2.351e-06, 0.000880625, 
3.1516e-05, 0, 0, 0, 0.000527868, 1.833e-06, 0.000561722, 
7.5024e-05, 0.0632343, 0, 0, 0.000700789, 1.8076e-05, 0.000794396, 
7.0699e-05, 0, 0, 0, 0.000774674, 2.536e-06, 0.000848681, 
3.9908e-05, 0, 0, 0, 0.00070816, 1.784e-06, 0.000750225, 
4.4964e-05, 0, 0, 0, 0.00068198, 1.794e-06, 0.000729291, 
3.0471e-05, 0, 0, 0, 0.000503204, 1.347e-06, 0.000535399, 
2.8563e-05, 0.0229219, 0, 0, 0.000555424, 1.654e-06, 0.000585824, 
2.6753e-05, 0, 0, 0, 0.000524421, 1.12e-06, 0.000552648, 
3.6728e-05, 0, 0, 0, 0.000572537, 3.062e-06, 0.000612856, 
4.9272e-05, 0, 0, 0, 0.00075458, 1.935e-06, 0.000806531, 
6.5995e-05, 0, 0, 0, 0.00102969, 4.24e-06, 0.00110187, 
6.7606e-05, 0, 0, 0, 0.00079592, 2.169e-06, 0.000866221, 
4.8555e-05, 0, 0, 0, 0.000669026, 1.327e-06, 0.000719278, 
6.2993e-05, 0, 0, 0, 0.000737168, 1.259e-06, 0.000801679, 
5.1405e-05, 0, 0, 0, 0.000632933, 2.793e-06, 0.000688175, 
5.8579e-05, 0, 0, 0, 0.00052431, 1.687e-06, 0.000585204, 
2.8418e-05, 0, 0, 0, 0.000508209, 1.184e-06, 0.000538189, 
3.1747e-05, 0.0213792, 0, 0, 0.000505639, 1.37e-06, 0.000539059, 
6.0105e-05, 0, 0, 0, 0.000557528, 2.993e-06, 0.000621335, 
4.8676e-05, 0, 0, 0, 0.000750398, 2.283e-06, 0.000801986, 
4.5038e-05, 0, 0, 0, 0.000967614, 2.266e-06, 0.00101554, 
5.4052e-05, 0, 0, 0, 0.00093544, 2.151e-06, 0.000992142, 
5.7729e-05, 0, 0, 0, 0.000913829, 2.932e-06, 0.000975706, 
7.8204e-05, 0, 0, 0, 0.000774128, 1.76e-06, 0.000854591, 
4.2408e-05, 0, 0, 0, 0.000502237, 1.417e-06, 0.000546431, 
5.3522e-05, 0, 0, 0, 0.000811981, 1.934e-06, 0.000867926, 
3.0465e-05, 0.0106634, 0, 0, 0.000606092, 1.836e-06, 0.000638734, 
2.6182e-05, 0, 0, 0, 0.000537873, 1.258e-06, 0.00056562, 
4.0772e-05, 0, 0, 0, 0.000517023, 1.685e-06, 0.000559816, 
4.875e-05, 0, 0, 0, 0.00082371, 1.994e-06, 0.00087483, 
0.000107904, 0, 0, 0, 0.00123063, 2.6646e-05, 0.00136628, 
6.7603e-05, 0, 0, 0, 0.000773461, 8.607e-06, 0.000850388, 
4.5178e-05, 0, 0, 0, 0.000984379, 1.752e-06, 0.0010318, 
3.788e-05, 0, 0, 0, 0.000937405, 2.174e-06, 0.000977952, 
3.1146e-05, 0, 0, 0, 0.000526581, 6.49e-06, 0.000565055, 
2.9757e-05, 0, 0, 0, 0.000497268, 1.268e-06, 0.000528585, 
5.1672e-05, 0, 0, 0, 0.000744549, 2.32e-06, 0.000798812, 
3.9888e-05, 0, 0, 0, 0.000498675, 1.668e-06, 0.000540562, 
5.3798e-05, 0.0201954, 0, 0, 0.000684517, 2.102e-06, 0.000741835, 
4.0009e-05, 0, 0, 0, 0.000783831, 1.928e-06, 0.00082631, 
5.3257e-05, 0, 0, 0, 0.000886389, 3.287e-06, 0.00094387, 
3.2281e-05, 0, 0, 0, 0.000622036, 2.732e-06, 0.000657724, 
4.9459e-05, 0, 0, 0, 0.000719356, 2.144e-06, 0.000771476, 
4.375e-05, 0, 0, 0, 0.00069535, 2.142e-06, 0.000741587, 
2.8625e-05, 0, 0, 0, 0.000556939, 1.488e-06, 0.00058745, 
2.7978e-05, 0.00829208, 0, 0, 0.000506495, 1.352e-06, 0.000536053, 
3.4877e-05, 0, 0, 0, 0.000536415, 1.744e-06, 0.000573757, 
2.8214e-05, 0, 0, 0, 0.000504284, 1.415e-06, 0.000534193, 
4.4441e-05, 0, 0, 0, 0.000768914, 2.58e-06, 0.000816468, 
4.7361e-05, 0, 0, 0, 0.000761856, 2.281e-06, 0.000812046, 
4.6261e-05, 0, 0, 0, 0.000800051, 2.534e-06, 0.000849475, 
4.4604e-05, 0, 0, 0, 0.000798222, 1.859e-06, 0.000845301, 
4.8875e-05, 0, 0, 0, 0.000989521, 1.836e-06, 0.00104075, 
5.0113e-05, 0, 0, 0, 0.000510686, 1.142e-06, 0.000562298, 
5.5607e-05, 0, 0, 0, 0.000574475, 1.885e-06, 0.00063267, 
3.6321e-05, 0, 0, 0, 0.000518764, 1.878e-06, 0.000557449, 
3.3042e-05, 0, 0, 0, 0.000541236, 1.492e-06, 0.000576091, 
2.6869e-05, 0.0191112, 0, 0, 0.00049896, 1.284e-06, 0.000527476, 
6.6826e-05, 0, 0, 0, 0.000645647, 7.476e-06, 0.00072106, 
4.5643e-05, 0, 0, 0, 0.000783926, 2.522e-06, 0.000832568, 
5.6389e-05, 0, 0, 0, 0.00111686, 3.267e-06, 0.00117717, 
4.9995e-05, 0, 0, 0, 0.000655347, 9.117e-06, 0.000715141, 
3.9826e-05, 0, 0, 0, 0.000796229, 1.756e-06, 0.000838246, 
4.6986e-05, 0, 0, 0, 0.000710195, 2.067e-06, 0.000759785, 
4.3372e-05, 0, 0, 0, 0.00051633, 1.543e-06, 0.000561523, 
4.6298e-05, 0, 0, 0, 0.000818596, 2.335e-06, 0.000867526, 
3.1257e-05, 0, 0, 0, 0.000556762, 1.766e-06, 0.000590077, 
3.553e-05, 0, 0, 0, 0.000534889, 1.558e-06, 0.000572379, 
4.9833e-05, 0, 0, 0, 0.000749959, 2.514e-06, 0.000802743, 
4.8863e-05, 0, 0, 0, 0.000744489, 2.244e-06, 0.000796038, 
3.9046e-05, 0.0517102, 0, 0, 0.000731614, 1.811e-06, 0.000772871, 
7.0984e-05, 0, 0, 0, 0.000745491, 2.282e-06, 0.000819204, 
5.8189e-05, 0, 0, 0, 0.000694329, 1.695e-06, 0.000754559, 
4.0954e-05, 0, 0, 0, 0.000499947, 1.514e-06, 0.000542829, 
4.2233e-05, 0, 0, 0, 0.000531478, 1.095e-05, 0.000585342, 
3.2624e-05, 0, 0, 0, 0.000517224, 1.664e-06, 0.000551957, 
3.2408e-05, 0.022558, 0, 0, 0.000498804, 1.183e-06, 0.000532672, 
3.1439e-05, 0, 0, 0, 0.00048088, 9.61e-07, 0.000513527, 
5.7522e-05, 0, 0, 0, 0.000794586, 3.508e-06, 0.000856546, 
4.706e-05, 0, 0, 0, 0.000764333, 2.495e-06, 0.000814475, 
7.4595e-05, 0, 0, 0, 0.00148419, 2.959e-06, 0.00156253, 
4.4093e-05, 0, 0, 0, 0.000955608, 3.418e-06, 0.00100393, 
5.1058e-05, 0, 0, 0, 0.000992641, 1.1336e-05, 0.00105599, 
5.0076e-05, 0, 0, 0, 0.000838238, 2.117e-06, 0.000890891, 
2.5909e-05, 0, 0, 0, 0.000585526, 1.742e-06, 0.000613652, 
2.7574e-05, 0, 0, 0, 0.00050348, 2.681e-06, 0.000534118, 
2.9675e-05, 0, 0, 0, 0.000560339, 2.032e-06, 0.000592307, 
2.985e-05, 0, 0, 0, 0.00054727, 2.031e-06, 0.000579776, 
4.4169e-05, 0.0214858, 0, 0, 0.000767213, 2.315e-06, 0.000814214, 
7.2918e-05, 0, 0, 0, 0.00128496, 3.218e-06, 0.00136201, 
0.000146989, 0, 0, 0, 0.00163974, 4.4636e-05, 0.00183301, 
6.2531e-05, 0, 0, 0, 0.000586894, 4.121e-06, 0.000654526, 
4.6603e-05, 0, 0, 0, 0.000718356, 2.115e-06, 0.000767529, 
3.7245e-05, 0, 0, 0, 0.000707868, 1.407e-06, 0.000747115, 
6.2918e-05, 0, 0, 0, 0.000777945, 2.408e-06, 0.000843802, 
4.6954e-05, 0, 0, 0, 0.000525583, 2.473e-06, 0.000575543, 
4.807e-05, 0.0129777, 0, 0, 0.000515979, 2.123e-06, 0.000566666, 
3.8556e-05, 0, 0, 0, 0.00075696, 1.873e-06, 0.000798318, 
5.2262e-05, 0, 0, 0, 0.000773826, 4.72e-06, 0.000831983, 
4.8047e-05, 0, 0, 0, 0.000752268, 2.18e-06, 0.000803069, 
4.9194e-05, 0, 0, 0, 0.000622479, 1.463e-06, 0.00067358, 
3.9143e-05, 0, 0, 0, 0.000708591, 1.818e-06, 0.000749817, 
4.2417e-05, 0, 0, 0, 0.000700728, 1.641e-06, 0.000745203, 
4.1542e-05, 0, 0, 0, 0.00075756, 2.576e-06, 0.000802243, 
3.5382e-05, 0, 0, 0, 0.000530577, 1.635e-06, 0.000568034, 
4.6143e-05, 0, 0, 0, 0.000503056, 1.575e-06, 0.000551117, 
4.3595e-05, 0.0197898, 0, 0, 0.000848931, 2.1259e-05, 0.000914108, 
3.2823e-05, 0, 0, 0, 0.000766282, 1.323e-06, 0.0008007, 
9.5504e-05, 0, 0, 0, 0.00205799, 3.382e-06, 0.00215794, 
4.8157e-05, 0, 0, 0, 0.000917091, 2.104e-06, 0.000967981, 
7.7818e-05, 0, 0, 0, 0.00189298, 4.039e-06, 0.00197588, 
5.1114e-05, 0, 0, 0, 0.0013456, 1.927e-06, 0.00139935, 
4.0813e-05, 0, 0, 0, 0.00097733, 1.911e-06, 0.00102066, 
6.805e-05, 0, 0, 0, 0.00126902, 2.293e-06, 0.00134008, 
5.2137e-05, 0, 0, 0, 0.000885359, 2.895e-06, 0.000940677, 
3.2629e-05, 0, 0, 0, 0.000774452, 2.119e-06, 0.000809727, 
3.0447e-05, 0, 0, 0, 0.00074571, 1.211e-06, 0.000777831, 
2.8216e-05, 0.0189254, 0, 0, 0.000737514, 9.73e-07, 0.00076701, 
8.6734e-05, 0, 0, 0, 0.00139426, 5.285e-06, 0.00148766, 
5.7753e-05, 0, 0, 0, 0.00110685, 2.03e-06, 0.0011672, 
4.914e-05, 0, 0, 0, 0.00108943, 8.222e-06, 0.00114741, 
5.1878e-05, 0, 0, 0, 0.00111539, 1.387e-06, 0.00116911, 
5.8018e-05, 0, 0, 0, 0.00108157, 2.122e-06, 0.00114214, 
4.1698e-05, 0, 0, 0, 0.00122748, 1.617e-06, 0.00127137, 
3.3728e-05, 0.00769396, 0, 0, 0.000757558, 1.761e-06, 0.000793347, 
2.5688e-05, 0, 0, 0, 0.000738524, 1.272e-06, 0.000765843, 
2.8725e-05, 0, 0, 0, 0.000733193, 1.57e-06, 0.000763829, 
3.0472e-05, 0, 0, 0, 0.000747342, 1.562e-06, 0.000779769, 
5.6119e-05, 0, 0, 0, 0.000966393, 2.261e-06, 0.00102541, 
7.9915e-05, 0, 0, 0, 0.00220449, 2.97e-06, 0.00228846, 
0.000111165, 0, 0, 0, 0.00214013, 1.9951e-05, 0.00227205, 
3.8298e-05, 0, 0, 0, 0.00103991, 1.736e-06, 0.00108039, 
4.1075e-05, 0, 0, 0, 0.000947639, 1.528e-06, 0.000990665, 
3.6212e-05, 0, 0, 0, 0.000873949, 1.275e-06, 0.000911709, 
3.5519e-05, 0, 0, 0, 0.00075766, 1.829e-06, 0.00079544, 
3.2976e-05, 0, 0, 0, 0.000757061, 1.378e-06, 0.000791774, 
2.9495e-05, 0, 0, 0, 0.000743516, 1.808e-06, 0.000775195, 
2.6715e-05, 0, 0, 0, 0.000733954, 1.534e-06, 0.000762705, 
5.5633e-05, 0, 0, 0, 0.0010066, 2.077e-06, 0.00106488, 
5.3397e-05, 0, 0, 0, 0.000954254, 2.604e-06, 0.00101072, 
4.8889e-05, 0, 0, 0, 0.00096942, 2.092e-06, 0.00102095, 
4.7759e-05, 0, 0, 0, 0.000890083, 1.785e-06, 0.00094006, 
4.4411e-05, 0.0726643, 0, 0, 0.000870023, 1.529e-06, 0.000916251, 
3.1149e-05, 0, 0, 0, 0.00076841, 2.262e-06, 0.000802336, 
3.5816e-05, 0, 0, 0, 0.00075896, 2.297e-06, 0.000797551, 
6.3463e-05, 0.0106999, 0, 0, 0.00110782, 2.293e-06, 0.00117406, 
8.2588e-05, 0, 0, 0, 0.00134666, 2.724e-06, 0.00143248, 
3.4066e-05, 0, 0, 0, 0.000729676, 1.315e-06, 0.000765327, 
4.7284e-05, 0, 0, 0, 0.000791656, 3.224e-06, 0.000842936, 
5.4128e-05, 0, 0, 0, 0.00113166, 2.07e-06, 0.00118856, 
7.4548e-05, 0, 0, 0, 0.00186188, 3.012e-06, 0.00194025, 
8.1461e-05, 0, 0, 0, 0.00172051, 3.066e-06, 0.00180579, 
6.3271e-05, 0, 0, 0, 0.00137451, 2.255e-06, 0.00144063, 
5.7211e-05, 0, 0, 0, 0.0011523, 1.38e-06, 0.00121123, 
5.6614e-05, 0, 0, 0, 0.00103758, 1.238e-06, 0.00109584, 
3.5013e-05, 0, 0, 0, 0.00105031, 2.341e-06, 0.00108808, 
3.88e-05, 0, 0, 0, 0.000919472, 2.099e-06, 0.000960778, 
3.2257e-05, 0, 0, 0, 0.00076069, 7.827e-06, 0.000801209, 
0.000105026, 0.0217265, 0, 0, 0.00122775, 1.969e-06, 0.00133538, 
6.3667e-05, 0, 0, 0, 0.00112433, 2.14e-06, 0.00119079, 
5.6744e-05, 0, 0, 0, 0.00113873, 2.164e-05, 0.00121799, 
5.5222e-05, 0, 0, 0, 0.00130979, 1.584e-06, 0.00136706, 
4.4001e-05, 0, 0, 0, 0.00100805, 2.426e-06, 0.00105488, 
7.3226e-05, 0, 0, 0, 0.00161173, 2.28e-06, 0.00168802, 
3.5519e-05, 0, 0, 0, 0.000887267, 1.849e-06, 0.000925286, 
5.351e-05, 0, 0, 0, 0.000953545, 1.148e-06, 0.00100846, 
4.6161e-05, 0, 0, 0, 0.000792067, 2.578e-06, 0.000841265, 
3.5363e-05, 0, 0, 0, 0.00078167, 1.634e-06, 0.000819107, 
6.3491e-05, 0.0208028, 0, 0, 0.000816566, 2.227e-06, 0.000883108, 
5.8292e-05, 0, 0, 0, 0.00110954, 1.867e-06, 0.00117, 
6.5359e-05, 0, 0, 0, 0.00105074, 2.254e-06, 0.00111871, 
5.7449e-05, 0, 0, 0, 0.0010442, 2.253e-06, 0.00110456, 
3.425e-05, 0, 0, 0, 0.000775618, 1.444e-06, 0.000811778, 
3.6308e-05, 0, 0, 0, 0.000753631, 1.603e-06, 0.000791863, 
3.7506e-05, 0, 0, 0, 0.000759695, 1.376e-06, 0.000798957, 
2.9052e-05, 0.0119032, 0, 0, 0.000762546, 1.436e-06, 0.000793266, 
3.3577e-05, 0, 0, 0, 0.000746751, 1.128e-06, 0.000781829, 
3.4333e-05, 0, 0, 0, 0.000754577, 1.027e-06, 0.000790277, 
7.2227e-05, 0, 0, 0, 0.000829715, 2.467e-06, 0.000905176, 
7.7093e-05, 0, 0, 0, 0.00122445, 2.013e-06, 0.00130408, 
6.9163e-05, 0, 0, 0, 0.00201727, 2.894e-06, 0.0020901, 
7.2443e-05, 0, 0, 0, 0.00165131, 2.816e-06, 0.00172729, 
6.0629e-05, 0, 0, 0, 0.00144969, 2.002e-06, 0.00151301, 
6.2032e-05, 0, 0, 0, 0.00131623, 2.229e-06, 0.00138087, 
5.5454e-05, 0, 0, 0, 0.00102602, 2.198e-06, 0.00108411, 
3.9106e-05, 0, 0, 0, 0.000770656, 1.612e-06, 0.000811696, 
5.7334e-05, 0, 0, 0, 0.000801856, 1.318e-06, 0.000860794, 
4.744e-05, 0.0194346, 0, 0, 0.00119515, 2.406e-06, 0.00124543, 
9.3059e-05, 0, 0, 0, 0.00259285, 3.206e-06, 0.0026903, 
0.000146029, 0, 0, 0, 0.00305555, 2.664e-06, 0.00320502, 
0.000144816, 0, 0, 0, 0.00186466, 3.204e-06, 0.00201376, 
0.000131592, 0, 0, 0, 0.0011155, 1.9715e-05, 0.00126772, 
0.00016543, 0, 0, 0, 0.00244772, 2.678e-06, 0.0026165, 
6.5184e-05, 0, 0, 0, 0.00124465, 1.886e-06, 0.00131207, 
9.9998e-05, 0, 0, 0, 0.00145735, 1.587e-06, 0.00155937, 
8.6663e-05, 0, 0, 0, 0.00124029, 1.3385e-05, 0.00134061, 
4.2604e-05, 0, 0, 0, 0.000919683, 2.101e-06, 0.000964649, 
3.4394e-05, 0, 0, 0, 0.00097498, 2.066e-06, 0.00101178, 
0.000139835, 0.0199394, 0, 0, 0.00134444, 2.631e-06, 0.0014875, 
0.000103468, 0, 0, 0, 0.00157921, 2.027e-06, 0.00168538, 
4.386e-05, 0, 0, 0, 0.0010137, 1.522e-06, 0.00105954, 
4.4272e-05, 0, 0, 0, 0.00112763, 1.663e-06, 0.00117408, 
6.9624e-05, 0, 0, 0, 0.0013798, 1.498e-06, 0.00145125, 
6.5962e-05, 0, 0, 0, 0.00132268, 1.505e-06, 0.00139048, 
6.6946e-05, 0, 0, 0, 0.00138111, 1.771e-06, 0.0014502, 
4.3268e-05, 0, 0, 0, 0.00100524, 1.213e-06, 0.00105001, 
4.0046e-05, 0, 0, 0, 0.00100779, 1.695e-06, 0.0010498, 
3.886e-05, 0, 0, 0, 0.00101251, 2.051e-06, 0.00105372, 
5.4669e-05, 0, 0, 0, 0.00104405, 2.897e-06, 0.00110222, 
6.8077e-05, 0, 0, 0, 0.00151008, 1.961e-06, 0.00158062, 
7.3916e-05, 0, 0, 0, 0.00148409, 2.252e-06, 0.0015607, 
7.0793e-05, 0, 0, 0, 0.00159393, 2.399e-06, 0.00166763, 
7.4492e-05, 0, 0, 0, 0.00142202, 1.585e-06, 0.00149845, 
8.6204e-05, 0.078608, 0, 0, 0.0015946, 1.705e-06, 0.00168292, 
3.626e-05, 0, 0, 0, 0.00133271, 1.761e-06, 0.00137112, 
5.5611e-05, 0, 0, 0, 0.00118189, 2.028e-06, 0.00123981, 
4.394e-05, 0, 0, 0, 0.00110284, 1.826e-06, 0.00114886, 
4.163e-05, 0.0236729, 0, 0, 0.0012578, 1.572e-06, 0.00130127, 
9.457e-05, 0, 0, 0, 0.00197091, 2.523e-06, 0.00206858, 
0.0001006, 0, 0, 0, 0.00265015, 1.8783e-05, 0.00277028, 
4.7577e-05, 0, 0, 0, 0.00132648, 1.431e-06, 0.00137591, 
8.8136e-05, 0, 0, 0, 0.00189311, 1.873e-06, 0.00198358, 
4.6553e-05, 0, 0, 0, 0.0013546, 2.042e-06, 0.0014036, 
